PO Number,Vendor Ref,Vendor Name,Vendor ID (DB),Product Code,Product Name,Product Template ID (DB),Open Qty,Unit Price,Source Currency,Odoo Currency,Delivery Date
PO2500327,805,บริษัท ท่องไทย อินฟอร์เมชั่น แอนด์ เทคโนโลยี จำกัด,70563.0,900011,Xiaohongshu Social Media Management (April 2025 - March 2026),8120.0,1.0,44726.0,THB,THB,
PO2500326,805,บริษัท ท่องไทย อินฟอร์เมชั่น แอนด์ เทคโนโลยี จำกัด,70563.0,900011,Douyin Social Media Management (April 2025 - March 2026),8120.0,1.0,209880.0,THB,THB,
PO2500284,13,บริษัท ฟิลแพค จำกัด,70654.0,900071,เครื่องประกอบหลอดน้ำกับตัวอุดอัตโนมัติระบบโรตารี่ 18 หัวกด,8353.0,1.0,4600000.0,THB,THB,
PO2500284,13,บริษัท ฟิลแพค จำกัด,70654.0,900071,เครื่องประกอบหลอดน้ำกับฐานเกลียวอัตโนมัติระบบโรตารี่ 18 หัวกด,8353.0,1.0,4500000.0,THB,THB,
PO2500284,13,บริษัท ฟิลแพค จำกัด,70654.0,900071,ระบบตรวจสอบชิ้นงานเช็คฝาหลอดน้ำที่ผลิตโดย Optical vision 3 ชุดและระบบ Auto reject,8353.0,1.0,600000.0,THB,THB,
PO2500178,541,บริษัท ซินโดม อิเลคทรอนิคส์ อินดัสตรี จำกัด,70489.0,900015,LP12-7.0 BATTERY LEOCHCapacity : 12 V 7 Ahรับประกันสินค้า 1 ปีสินค้าไม่สามารถเปลี่ยน หรือ ยกเลิก รบกวนตรวจสอบสเปคก่อนสั่งซื้อ,8116.0,16.0,570.0,THB,THB,
PO2500171,402,บริษัท แมททีเรียล เวิลด์ จำกัด,70984.0,900015,PLASTIC PALLET 1200x1000x160MMEN4 1210M,8116.0,200.0,1550.0,THB,THB,
PO2500155,98,บริษัท ซายน์ลูชั่น จำกัด,70482.0,900071,"SCI-0633 Leakage Tester Touch Screen,Model TL-700P,Proogramm Memory-timer start-Loop",8353.0,1.0,95000.0,THB,THB,2025-02-26
PO2500155,98,บริษัท ซายน์ลูชั่น จำกัด,70482.0,900071,"SCI-0500 Degasing Chamber,Stanless size by costomer requestDiligent , Madw in THAILANDCER-0034 สอบเทียบ ค่าสูญญากาศ CER-0034, Certifcate Vacuum gauge (ISO-17025) จำนวน 3,500 บาท (ฟรี)รับประกัน 1 ปีค่าแรง อะไหล่ ไม่รวมค่าเดินทางราคาที่เสนอ รวม ส่งสินค้า ติดตั้งและสอนการใช้งาน @ กทม.(ไม่มีค่าจ้าง)",8353.0,1.0,106000.0,THB,THB,2025-02-26
PO2500145,731,เมธา เจริญธนาวัฒน์,71184.0,900015,ผลิตกล่องพับ ขนาดกางออก 154x163+เคลือบเงา+ขึ้นรูปกล่อง,8116.0,1000.0,7.0,THB,THB,
PO2500097,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,ผลิตเก้าอี้โรงพยาบาล  2 แห่ง 1.จังหวัดหาดใหญ่ (ม.อ.) จำนวน 10 ตัว2.จังหวัดบึงกาฬ จำนวน 35 ตัว,8114.0,45.0,13700.0,THB,THB,
PO2500097,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,ค่าบริการขนส่งเก้าอี้,8114.0,45.0,1300.0,THB,THB,
PO2500024,560,"SDS International (Japan) Co., Ltd.",70306.0,900071,Hot Stamping Machine (Upper Label)for both normal type and Key holder type,8353.0,2.0,12481250.0,JPB,JPY,
PO2500024,560,"SDS International (Japan) Co., Ltd.",70306.0,900071,Hot Stamping Machine (Lower Label),8353.0,2.0,12481250.0,JPB,JPY,
